"Lot.Number","Family","Production.Date","Production.Set.Point.A","Production.Set.Point.B","Production.Set.Point.C","Production.Set.Point.D","Growth.Time.A","Growth.Slope.A","Growth.Slope.B","Growth.Max","Growth.Slope.C","Growth.Time.B","Protein.Conc.A","Protein.C","Protein.Conc.B","Protein.Conc.C","Protein.Conc.D","Adjuvent.Conc","Potency.Test.Date","Inflection","Potency","prod_year","prod_week","Prod_date","pot_year","pot_week","Potency_date","Vacc_age","corrected_potency"
363,"A","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,0.513,1.997,78,1.4,"2008W23",6.54,105.04,NA,NA,NA,2008,23,2008-06-04,NA,105.04
364,"A","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.41979,NA,1.183,5.254,111,1.3,"2008W40",8.87,120,NA,NA,NA,2008,40,2008-10-01,NA,120
365,"A","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5793733333,NA,1.13,5.658,104,1.3,"2008W41",6.3,82.69,NA,NA,NA,2008,41,2008-10-08,NA,82.69
366,"A","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.883046667,NA,1.104,4.966,105,1.2,"2008W42",7.53,99.5,NA,NA,NA,2008,42,2008-10-15,NA,99.5
371,"A","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.522726667,NA,1.109,4.739,122,1.2,"2009W05",9.41,120.34,NA,NA,NA,2009,5,2009-01-30,NA,120.34
368,"A","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2035233333,NA,0.898,5.458,110,NA,"2009W11",9.39,126.49,NA,NA,NA,2009,11,2009-03-13,NA,126.49
367,"A","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.177456667,NA,1.15,6.214,108,NA,"2009W16",14.37,191.89,NA,NA,NA,2009,16,2009-04-17,NA,191.89
372,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,10.892866667,NA,0.478,2.574,118,1.3766,"2010W28",11.61,153.25,NA,NA,NA,2010,28,2010-07-10,NA,153.25
373,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,10.100196667,NA,0.458,2.498,100,1.4031,"2010W28",6.29,83.74,NA,NA,NA,2010,28,2010-07-14,NA,83.74
374,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,10.316473333,NA,0.506,2.861,110,1.435,"2010W29",6.19,81.66,NA,NA,NA,2010,29,2010-07-17,NA,81.66
375,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,9.8127333333,NA,0.486,2.771,102,1.4,"2010W29",5.13,68.9,NA,NA,NA,2010,29,2010-07-21,NA,68.9
376,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,9.5721466667,NA,0.483,2.68,102,1.3,"2010W29",6.75,88.22,NA,NA,NA,2010,29,2010-07-17,NA,88.22
380,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,9.4680666667,64,0.62,2.956,NA,1.1,"2011W47",9.04,120.62,NA,NA,NA,2011,47,2011-11-20,NA,120.62
381,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,10.14468,63.5,0.683,3.219,NA,1.2,"2011W47",6.39,84.7,NA,NA,NA,2011,47,2011-11-24,NA,84.7
382,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,8.9700633333,58.266666667,0.477,2.525,NA,1.1,"2011W47",6.71,87.7,NA,NA,NA,2011,47,2011-11-20,NA,87.7
385,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,8.4069533333,61.966666667,0.537,3.002,81,1.0732,"2012W35",5.06,66.64,NA,NA,NA,2012,35,2012-08-27,NA,66.64
383,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,9.7240633333,67.6,0.659,4.097,92,1.1,"2012W36",6.84,92.76,NA,NA,NA,2012,36,2012-09-03,NA,92.76
388,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,9.2716966667,66.333333333,0.584,3.141,82,1.0415,"2012W41",5.58,72.73,NA,NA,NA,2012,41,2012-10-08,NA,72.73
389,"A","",36.4,35.6,225,15,NA,NA,NA,NA,NA,NA,8.5518833333,55.133333333,0.505,2.782,76,1.0388,"2012W41",5.32,70.5,NA,NA,NA,2012,41,2012-10-12,NA,70.5
384,"A","",36.4,35.8,220,15,NA,NA,NA,NA,NA,NA,7.8895233333,54.766666667,0.368,2.165,77,1.1445,"2012W42",6.55,85.7,NA,NA,NA,2012,42,2012-10-15,NA,85.7
390,"A","",36.4,35.6,225,15,NA,NA,NA,NA,NA,NA,8.0602733333,57.133333333,0.399,2.347,72,1.0526,"2012W42",4.16,55.69,NA,NA,NA,2012,42,2012-10-19,NA,55.69
391,"A","",36.4,35.6,225,15,NA,NA,NA,NA,NA,NA,9.1884033333,64.133333333,0.574,3.176,84,1.0109,"2012W42",4.2,55.64,NA,NA,NA,2012,42,2012-10-15,NA,55.64
392,"A","",36.4,35.6,225,15,NA,NA,NA,NA,NA,NA,9.2028933333,57.566666667,0.451,1.97,86,1.08,"2013W07",8.86,117.1,NA,NA,NA,2013,7,2013-02-13,NA,117.1
396,"A","",36.4,35.6,225,15,NA,NA,NA,NA,NA,NA,8.9519733333,61.366666667,0.657,2.663,82,1.0534,"2013W07",6.43,85.26,NA,NA,NA,2013,7,2013-02-17,NA,85.26
397,"A","",36.4,35.6,225,15,NA,NA,NA,NA,NA,NA,9.1271433333,51.733333333,0.639,2.635,91,1.0768,"2013W08",8.54,113.32,NA,NA,NA,2013,8,2013-02-20,NA,113.32
393,"A","",36.4,35.6,225,15,NA,NA,NA,NA,NA,NA,7.54053,53.2,0.404,1.798,84,1.1,"2013W09",6.18,81.09,NA,NA,NA,2013,9,2013-02-27,NA,81.09
398,"A","",36.4,35.6,225,15,NA,NA,NA,NA,NA,NA,9.1841333333,48.033333333,0.559,2.414,85,1.1076,"2013W09",7.24,95.85,NA,NA,NA,2013,9,2013-03-03,NA,95.85
399,"A","",36.4,35.6,230,15,NA,NA,NA,NA,NA,NA,10.28533,57.9,0.712,2.989,99,1.0518,"2013W09",6.23,84.49,NA,NA,NA,2013,9,2013-02-27,NA,84.49
400,"A","",36.4,35.6,230,15,NA,NA,NA,NA,NA,NA,9.4400966667,54.333333333,0.629,2.623,91,1.1,"2013W10",5.18,68.73,NA,NA,NA,2013,10,2013-03-06,NA,68.73
401,"A","",36.4,35.6,230,15,NA,NA,NA,NA,NA,NA,8.59658,62.666666667,0.514,2.681,89,1.1924,"2013W11",7.97,104.32,NA,NA,NA,2013,11,2013-03-13,NA,104.32
403,"A","2013W07",36.4,35.6,230,15,NA,NA,NA,NA,NA,NA,8.0595466667,47.766666667,0.412,2.034,70,1.0697,"2013W12",6.06,80.33,2013,7,2013-02-12,2013,12,2013-03-20,36,80.33
406,"A","2013W08",36.4,36,230,15,NA,NA,NA,NA,NA,NA,9.3628633333,42.066666667,0.62,2.088,80,1.1105,"2013W12",3.77,50.04,2013,8,2013-02-21,2013,12,2013-03-24,31,50.04
408,"A","2013W09",36.4,36,230,15,NA,NA,NA,NA,NA,NA,8.0491233333,53.733333333,0.57,1.891,74,1.1,"2013W14",5.35,70.22,2013,9,2013-02-28,2013,14,2013-04-03,34,70.22
394,"A","",36.4,35.6,225,15,NA,NA,NA,NA,NA,NA,7.7229633333,52.966666667,0.294,1.257,78,1.099,"2013W14",9.46,125.29,NA,NA,NA,2013,14,2013-04-07,NA,125.29
395,"A","",36.4,35.6,225,15,NA,NA,NA,NA,NA,NA,8.04443,59.933333333,0.667,2.74,82,1.0534,"2013W14",7.66,100.08,NA,NA,NA,2013,14,2013-04-03,NA,100.08
409,"A","2013W10",36.4,36,230,15,NA,NA,NA,NA,NA,NA,8.93256,53.433333333,0.784,3.036,83,1.1,"2013W18",7.28,98.49,2013,10,2013-03-05,2013,18,2013-05-01,57,98.49
405,"A","2013W08",36.4,36,230,15,NA,NA,NA,NA,NA,NA,8.7075833333,47.133333333,0.618,2.259,77,1.14,"2013W19",10.17,133.64,2013,8,2013-02-19,2013,19,2013-05-08,78,133.64
407,"A","2013W09",36.4,36,230,15,NA,NA,NA,NA,NA,NA,8.0119633333,46.633333333,0.465,1.647,72,1.1,"2013W19",4.75,62.73,2013,9,2013-02-26,2013,19,2013-05-12,75,62.73
413,"A","2013W12",36.4,36.2,230,15,NA,NA,NA,NA,NA,NA,11.274516667,36.433333333,0.61,1.827,92,1.1008,"2013W19",5.28,69.61,2013,12,2013-03-19,2013,19,2013-05-08,50,69.61
416,"A","2013W14",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.0248033333,56.5,0.832,2.733,85.04,1.1221,"2013W21",6.57,87.5,2013,14,2013-04-02,2013,21,2013-05-22,50,87.5
417,"A","2013W15",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.4541033333,50.066666667,0.793,2.338,87.81,1.1639,"2013W21",6.15,83.29,2013,15,2013-04-09,2013,21,2013-05-26,47,83.29
418,"A","2013W15",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.9960266667,38.733333333,0.531,1.614,84.74,1.1661,"2013W21",5.46,70.98,2013,15,2013-04-11,2013,21,2013-05-22,41,70.98
419,"A","2013W16",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,10.188923333,40.233333333,0.612,1.848,88.13,1.2,"2013W22",4.97,64.95,2013,16,2013-04-16,2013,22,2013-05-29,43,64.95
402,"A","",36.4,35.6,230,15,NA,NA,NA,NA,NA,NA,8.0212166667,61.866666667,0.543,2.856,90,1.1,"2013W22",7.72,100.06,NA,NA,NA,2013,22,2013-06-02,NA,100.06
411,"A","",36.4,36.2,230,15,NA,NA,NA,NA,NA,NA,9.3494166667,38.566666667,0.7,2.138,102,1.1345,"2013W22",6.7,88.58,NA,NA,NA,2013,22,2013-05-29,NA,88.58
420,"A","2013W16",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,10.839833333,50.966666667,0.772,2.432,90,1.2,"2013W24",5.82,76.83,2013,16,2013-04-18,2013,24,2013-06-12,55,76.83
421,"A","2013W17",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.31127,60.133333333,0.762,3.015,91,1.1499,"2013W24",6.49,86.75,2013,17,2013-04-23,2013,24,2013-06-16,54,86.75
422,"A","2013W17",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.3754066667,58.566666667,0.745,2.965,94,1.1404,"2013W25",5.79,75.95,2013,17,2013-04-25,2013,25,2013-06-19,55,75.95
423,"A","2013W18",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.3570366667,48.533333333,0.651,2.343,89,1.1,"2013W25",5.23,68.53,2013,18,2013-04-30,2013,25,2013-06-23,54,68.53
425,"A","2013W19",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,10.139013333,55.033333333,0.784,2.439,95,1.114,"2013W25",6.79,91.78,2013,19,2013-05-07,2013,25,2013-06-19,43,91.78
427,"A","2013W20",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.84653,58.6,0.907,3.23,87,1.1087,"2013W26",8.72,115.93,2013,20,2013-05-14,2013,26,2013-06-26,43,115.93
428,"A","2013W20",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.5639966667,57.633333333,0.902,3.209,85,1.1129,"2013W26",6.85,92.3,2013,20,2013-05-16,2013,26,2013-06-30,45,92.3
429,"A","2013W21",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,10.723383333,61.9,1.058,3.806,93,1.1249,"2013W27",7.43,99.49,2013,21,2013-05-21,2013,27,2013-07-03,43,99.49
430,"A","2013W22",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,10.144443333,71.8,0.752,3.551,94,1.05798,"2013W27",7.37,99.47,2013,22,2013-05-28,2013,27,2013-07-07,40,99.47
431,"A","2013W22",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.4229566667,67,0.842,3.466,96,1.04,"2013W27",9.13,119.04,2013,22,2013-05-30,2013,27,2013-07-03,34,119.04
442,"A","2013W28",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.7441833333,57.5,0.683,2.473,82,1.1492,"2013W33",5.38,71.06,2013,28,2013-07-09,2013,33,2013-08-14,36,71.06
443,"A","2013W28",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,10.27998,61.966666667,0.74,2.997,91,1.2754,"2013W34",7.91,105.17,2013,28,2013-07-11,2013,34,2013-08-21,41,105.17
426,"A","2013W19",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.6296233333,59.3,0.824,2.871,86,1.1315,"2013W35",7.01,92.99,2013,19,2013-05-09,2013,35,2013-08-28,111,92.99
445,"A","2013W29",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.7409366667,55.266666667,0.757,2.482,77,1.1038,"2013W37",4.02,52.72,2013,29,2013-07-18,2013,37,2013-09-11,55,52.72
433,"A","2013W23",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.5473366667,59.833333333,0.891,2.716,83,1.1,"2013W38",5.45,71.68,2013,23,2013-06-04,2013,38,2013-09-18,106,71.68
434,"A","2013W24",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,9.6349266667,43.733333333,0.778,1.9,85,1.0594,"2013W38",4.69,61.12,2013,24,2013-06-11,2013,38,2013-09-22,103,61.12
441,"A","2013W27",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.7002433333,52.733333333,0.512,1.913,69,1.0758,"2013W38",7.3,96.07,2013,27,2013-07-04,2013,38,2013-09-18,76,96.07
448,"A","2013W31",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,9.39011,34.833333333,NA,NA,91,1.1144,"2013W38",5.43,71.75,2013,31,2013-07-30,2013,38,2013-09-22,54,71.75
449,"A","2013W31",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,9.05185,35.266666667,NA,NA,80,1.0597,"2013W38",7.25,94.12,2013,31,2013-08-01,2013,38,2013-09-18,48,94.12
450,"A","2013W32",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.8449,57.266666667,NA,NA,76,1.0625,"2013W38",7.87,106.69,2013,32,2013-08-06,2013,38,2013-09-22,47,106.69
451,"A","2013W32",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,11.222196667,61.833333333,NA,NA,90,1.0122,"2013W39",4.64,61.68,2013,32,2013-08-08,2013,39,2013-09-25,48,61.68
453,"A","2013W33",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,9.0585166667,58.6,NA,NA,77,1.0849,"2013W39",5.68,75.18,2013,33,2013-08-15,2013,39,2013-09-29,45,75.18
454,"A","2013W34",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.53553,52.1,NA,NA,87,1.0839,"2013W39",5.52,72.83,2013,34,2013-08-20,2013,39,2013-09-25,36,72.83
455,"A","2013W34",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.98876,56.766666667,NA,NA,84,1.0176,"2013W39",6.35,82.68,2013,34,2013-08-22,2013,39,2013-09-29,38,82.68
456,"A","2013W34",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.4681,56.433333333,NA,NA,85,1.0448,"2013W39",7.61,99.34,2013,34,2013-08-24,2013,39,2013-09-25,32,99.34
435,"A","2013W24",36.4,36.2,215,15,NA,NA,NA,NA,NA,NA,10.167966667,39.6,0.726,1.577,71,1.05,"2013W40",4.16,55.44,2013,24,2013-06-13,2013,40,2013-10-02,111,55.44
438,"A","2013W26",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.2610766667,59.233333333,0.761,2.563,83,1.0489,"2013W40",6.4,85.93,2013,26,2013-06-25,2013,40,2013-10-06,103,85.93
439,"A","2013W26",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.4737333333,55.966666667,0.705,2.32,81,1.1237,"2013W40",6.52,86.86,2013,26,2013-06-27,2013,40,2013-10-02,97,86.86
440,"A","2013W27",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,10.137856667,64.066666667,0.789,3.036,91,1.0839,"2013W40",6.37,84.19,2013,27,2013-07-02,2013,40,2013-10-06,96,84.19
457,"A","2013W35",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.3974833333,64.366666667,NA,NA,81,1.0476,"2013W40",4.19,56.43,2013,35,2013-08-27,2013,40,2013-10-02,36,56.43
458,"A","2013W35",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,7.61609,59.733333333,NA,NA,75,1.0431,"2013W40",7.13,96.44,2013,35,2013-08-29,2013,40,2013-10-06,38,96.44
459,"A","2013W35",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,7.7833933333,64.4,NA,NA,82,1.0577,"2013W41",3.78,49.14,2013,35,2013-08-31,2013,41,2013-10-09,39,49.14
460,"A","2013W36",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,8.3445333333,58.5,NA,NA,82,1.0453,"2013W41",6.03,79.32,2013,36,2013-09-03,2013,41,2013-10-13,40,79.32
461,"A","2013W36",36.4,36.2,205,15,NA,NA,NA,NA,NA,NA,7.0203566667,55.866666667,NA,NA,82,0.9338,"2013W41",4.32,56.25,2013,36,2013-09-05,2013,41,2013-10-09,34,56.25
467,"A","2013W38",36.4,36.2,205,15,114,39.9328835,45.3346867,645.275574,-41.203434,891,11.474216667,65,NA,NA,106,1.2663,"2013W44",7.08,95.1,2013,38,2013-09-19,2013,44,2013-10-30,41,95.1
